nombre_evento,url_evento,codigo_postal,fecha_inicio,fecha_fin,latitud,longitud,direccion,horario,organizacion,id_ciudad,id_evento
Del grafismo a la textura,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a20a9f2a3815910VgnVCM1000001d4a900aRCRD,28023,2025-03-03 00:00:00.0,2025-03-28 23:59:00.0,40.45867841791346,-3.7863499043313373,TRAVESIA CA&amp;Ntilde;O 5,,"{'organization-name': 'Centro Cultural Juan Genovés (Moncloa - Aravaca)', 'accesibility': '1'}",1,228
Demostraciones en prensa de madera manual.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=79afaeea739a3910VgnVCM2000001f4a900aRCRD,28012,2025-05-21 11:00:00.0,2025-05-21 23:59:00.0,40.413896825498995,-3.7054692169323364,CALLE CONCEPCION JERONIMA 15,11:00,"{'organization-name': 'Imprenta Municipal - Artes del libro', 'accesibility': '1,6'}",1,229
Demostraciones en prensa de madera manual.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=56dfaeea739a3910VgnVCM2000001f4a900aRCRD,28012,2025-03-12 11:00:00.0,2025-03-12 23:59:00.0,40.413896825498995,-3.7054692169323364,CALLE CONCEPCION JERONIMA 15,11:00,"{'organization-name': 'Imprenta Municipal - Artes del libro', 'accesibility': '1,6'}",1,230
Demostraciones en prensa de madera manual.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6acfaeea739a3910VgnVCM2000001f4a900aRCRD,28012,2025-04-09 11:00:00.0,2025-04-09 23:59:00.0,40.413896825498995,-3.7054692169323364,CALLE CONCEPCION JERONIMA 15,11:00,"{'organization-name': 'Imprenta Municipal - Artes del libro', 'accesibility': '1,6'}",1,231
Demostraciones en prensa de madera manual.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f0afaeea739a3910VgnVCM2000001f4a900aRCRD,28012,2025-05-07 11:00:00.0,2025-05-07 23:59:00.0,40.413896825498995,-3.7054692169323364,CALLE CONCEPCION JERONIMA 15,11:00,"{'organization-name': 'Imprenta Municipal - Artes del libro', 'accesibility': '1,6'}",1,232
Demostraciones en prensa de madera manual.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=edafaeea739a3910VgnVCM2000001f4a900aRCRD,28012,2025-02-26 11:00:00.0,2025-02-26 23:59:00.0,40.413896825498995,-3.7054692169323364,CALLE CONCEPCION JERONIMA 15,11:00,"{'organization-name': 'Imprenta Municipal - Artes del libro', 'accesibility': '1,6'}",1,233
Demostraciones en prensa de madera manual.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7dbfaeea739a3910VgnVCM2000001f4a900aRCRD,28012,2025-04-23 11:00:00.0,2025-04-23 23:59:00.0,40.413896825498995,-3.7054692169323364,CALLE CONCEPCION JERONIMA 15,11:00,"{'organization-name': 'Imprenta Municipal - Artes del libro', 'accesibility': '1,6'}",1,234
Demostraciones en prensa de madera manual.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c0dfaeea739a3910VgnVCM2000001f4a900aRCRD,28012,2025-03-19 11:00:00.0,2025-03-19 23:59:00.0,40.413896825498995,-3.7054692169323364,CALLE CONCEPCION JERONIMA 15,11:00,"{'organization-name': 'Imprenta Municipal - Artes del libro', 'accesibility': '1,6'}",1,235
Descubre el Parque de Pradolongo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=840773d595325910VgnVCM2000001f4a900aRCRD,28026,2025-03-30 11:00:00.0,2025-03-30 23:59:00.0,40.374166248648216,-3.7032220308808577,CALLE DOCTOR TOLOSA LATOUR 16,11:00,"{'organization-name': 'Centro de Educación Ambiental y Cultural Maris Stella (Usera)', 'accesibility': '1'}",1,236
Descubre el Parque Lineal del Manzanares,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b37973d595325910VgnVCM2000001f4a900aRCRD,28026,2025-03-09 11:00:00.0,2025-03-09 23:59:00.0,40.374166248648216,-3.7032220308808577,CALLE DOCTOR TOLOSA LATOUR 16,11:00,"{'organization-name': 'Centro de Educación Ambiental y Cultural Maris Stella (Usera)', 'accesibility': '1'}",1,237
Descubre el Vivero de Estufas del Retiro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f7e8af6138133810VgnVCM2000001f4a900aRCRD,28009,2025-03-13 11:00:00.0,2025-03-13 23:59:00.0,40.40943503279114,-3.6861797800993257,PASEO FERNAN NUÑEZ 2,11:00,"{'organization-name': 'Centro de Información y Educación Ambiental de El Huerto de El Retiro', 'accesibility': '1'}",1,238
Descubre el Vivero de Estufas del Retiro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=caf9c0b0864b1810VgnVCM2000001f4a900aRCRD,28009,2025-03-08 11:00:00.0,2025-03-08 23:59:00.0,40.40943503279114,-3.6861797800993257,PASEO FERNAN NUÑEZ 2,11:00,"{'organization-name': 'Centro de Información y Educación Ambiental de El Huerto de El Retiro', 'accesibility': '1'}",1,239
Descubre las mariposas del parque de Pradolongo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ea673d595325910VgnVCM2000001f4a900aRCRD,28026,2025-03-29 11:00:00.0,2025-03-29 23:59:00.0,40.374166248648216,-3.7032220308808577,CALLE DOCTOR TOLOSA LATOUR 16,11:00,"{'organization-name': 'Centro de Educación Ambiental y Cultural Maris Stella (Usera)', 'accesibility': '1'}",1,240
Desfile con charanga y taller de máscaras,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1849318cb1405910VgnVCM2000001f4a900aRCRD,,2025-03-02 12:00:00.0,2025-03-02 23:59:00.0,,,,12:00,,1,241
Desfile de carnaval,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=244fc02a29964910VgnVCM1000001d4a900aRCRD,28031,2025-02-28 18:00:00.0,2025-02-28 23:59:00.0,40.38024953878224,-3.6175290483217055,CALLE MONTE DE MONTJUICH 7,18:00,"{'organization-name': 'Auditorio Municipal Las Trece Rosas', 'accesibility': '1'}",1,242
Desfile de Carnaval,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=48a0fcf4aade4910VgnVCM2000001f4a900aRCRD,,2025-02-27 17:30:00.0,2025-02-27 23:59:00.0,,,,17:30,,1,243
Desfile de Comparsas. Ciudad de los Ángeles,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ca04ce6eb6ef4910VgnVCM1000001d4a900aRCRD,,2025-03-04 16:45:00.0,2025-03-04 23:59:00.0,,,,16:45,,1,244
Desnudando el alma,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=14219cf356325910VgnVCM1000001d4a900aRCRD,28023,2025-03-23 19:00:00.0,2025-03-23 23:59:00.0,40.45867841791346,-3.7863499043313373,TRAVESIA CA&amp;Ntilde;O 5,19:00,"{'organization-name': 'Centro Cultural Juan Genovés (Moncloa - Aravaca)', 'accesibility': '1'}",1,245
Desplázate mejor usando el móvil. Madrid Aula Digital,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fd3ef7cdf1ef4910VgnVCM2000001f4a900aRCRD,28024,2025-03-24 10:00:00.0,2025-03-26 23:59:00.0,40.397074625115906,-3.7664885474841556,CALLE GRANJA DE TORREHERMOSA 1,10:00,"{'organization-name': 'Biblioteca Pública Municipal Ángel González (Latina)', 'accesibility': '1,6'}",1,246
Desplázate mejor usando el móvil. Madrid Aula Digital,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ec7693452d225910VgnVCM2000001f4a900aRCRD,28039,2025-03-11 10:30:00.0,2025-03-13 23:59:00.0,40.45749513485957,-3.710539712535917,CALLE FRANCOS RODRIGUEZ 67,10:30,"{'organization-name': 'Biblioteca Pública Municipal Manuel Vázquez Montalbán (Tetuán)', 'accesibility': '1,6'}",1,247
Destino de barrio - Lotitere (Cataluña),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f344379489f44910VgnVCM2000001f4a900aRCRD,28009,2025-02-22 12:30:00.0,2025-02-23 23:59:00.0,40.41878362561595,-3.6866519471003647,AVENIDA MÉXICO 4,12:30,"{'organization-name': 'Teatro Municipal de Títeres. Parque de El Retiro', 'accesibility': '1'}",1,248
Detox,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8222542e85d15910VgnVCM1000001d4a900aRCRD,28022,2025-03-29 19:00:00.0,2025-03-29 23:59:00.0,40.4366557020283,-3.6113517282299217,CALLE ALIAGA 5,19:00,"{'organization-name': 'Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas)', 'accesibility': '1'}",1,249
Día Meteorológico Mundial,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a7a473d595325910VgnVCM2000001f4a900aRCRD,28026,2025-03-23 11:00:00.0,2025-03-23 23:59:00.0,40.374166248648216,-3.7032220308808577,CALLE DOCTOR TOLOSA LATOUR 16,11:00,"{'organization-name': 'Centro de Educación Ambiental y Cultural Maris Stella (Usera)', 'accesibility': '1'}",1,250
Diálogos mágicos: 'El Engaño y sus Ilusiones',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=11b32ebc9de64910VgnVCM1000001d4a900aRCRD,28012,2025-03-04 00:00:00.0,2025-03-05 23:59:00.0,40.40596936645757,-3.698589986849812,RONDA ATOCHA 35,,"{'organization-name': 'Teatro Circo Price', 'accesibility': '1'}",1,251
Días no lectivos 28 de febrero y 3 marzo. Campamento Urbano de Villaverde,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=aae7755c2a384910VgnVCM2000001f4a900aRCRD,,2025-02-28 00:00:00.0,2025-03-03 23:59:00.0,,,,,,1,252
Días sin cole 28 de febrero y 3 de marzo 2025. Distrito de Chamartín,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d85672756474910VgnVCM1000001d4a900aRCRD,,2025-02-28 00:00:00.0,2025-03-03 23:59:00.0,,,,,,1,253
Diván del Tamarit,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e4fe2fc6e6c1910VgnVCM1000001d4a900aRCRD,28012,2025-04-10 00:00:00.0,2025-04-20 23:59:00.0,40.414828532240946,-3.700164949543688,CALLE PRINCIPE 25,,"{'organization-name': 'Teatro Español', 'accesibility': '1,6'}",1,254
Diversa,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea9ba9500ffc4910VgnVCM2000001f4a900aRCRD,28042,2025-02-04 00:00:00.0,2025-02-28 23:59:00.0,40.47324881250678,-3.5784908616003723,CALLE BOTICA 7,,"{'organization-name': 'Centro Cultural - Centro Socio Cultural Villa de Barajas', 'accesibility': '1,5,6'}",1,255
Do It Yourself: manualidades en la biblioteca,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d5dcd15c0bfe4910VgnVCM2000001f4a900aRCRD,28022,2025-02-26 18:00:00.0,2025-02-26 23:59:00.0,40.433291625973624,-3.6105662311927453,CALLE MARIA SEVILLA DIAGO 15,18:00,"{'organization-name': 'Biblioteca Pública Municipal José Hierro (San Blas-Canillejas)', 'accesibility': '1,6'}",1,256
Don Quijote,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2335b249a0915910VgnVCM2000001f4a900aRCRD,28037,2025-03-16 16:00:00.0,2025-03-16 23:59:00.0,40.420280457570335,-3.621730741880216,CALLE SAN ROMAN DEL VALLE 8,16:00,"{'organization-name': 'Centro Cultural Antonio Machado (San Blas - Canillejas)', 'accesibility': '1'}",1,257
Dramaturgia alemana,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fc719f45bf9e1910VgnVCM1000001d4a900aRCRD,28045,2025-03-18 00:00:00.0,2025-03-21 23:59:00.0,40.39245798191536,-3.6972067902718897,PASEO CHOPERA 14,,"{'organization-name': 'Nave 10 Matadero. Creación Dramática Contemporánea', 'accesibility': '1,6'}",1,258
Educación pública,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3b349c4490405910VgnVCM1000001d4a900aRCRD,28029,2025-02-17 00:00:00.0,2025-03-17 23:59:00.0,40.46903299144094,-3.6976620067964996,PLAZA DONOSO 5,,"{'organization-name': 'Biblioteca Pública Municipal María Zambrano (Tetuán)', 'accesibility': '1,6'}",1,259
El arca rusa,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=af0464926f415910VgnVCM1000001d4a900aRCRD,28045,2025-03-02 20:30:00.0,2025-03-02 23:59:00.0,40.39130985242181,-3.6958028442054074,PLAZA LEGAZPI 8,20:30,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}",1,260
El bar y los españoles,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d991a8c219315910VgnVCM2000001f4a900aRCRD,28022,2025-03-29 19:00:00.0,2025-03-29 23:59:00.0,40.44477474902185,-3.6129105844633775,CALLE BOLTAÑA 27,19:00,"{'organization-name': 'Centro Cultural Buero Vallejo (San Blas - Canillejas)', 'accesibility': '1'}",1,261
El Bosque de los Recuerdos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4eea2ed891ad4910VgnVCM2000001f4a900aRCRD,28029,2025-02-26 11:30:00.0,2025-07-23 23:59:00.0,40.46903299144094,-3.6976620067964996,PLAZA DONOSO 5,11:30,"{'organization-name': 'Biblioteca Pública Municipal María Zambrano (Tetuán)', 'accesibility': '1,6'}",1,262
El caftán azul,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d2b464926f415910VgnVCM1000001d4a900aRCRD,28045,2025-03-13 20:30:00.0,2025-03-13 23:59:00.0,40.39130985242181,-3.6958028442054074,PLAZA LEGAZPI 8,20:30,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}",1,263
El carnaval de los animales,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=540f253fbe9f4910VgnVCM1000001d4a900aRCRD,28045,2025-03-02 12:00:00.0,2025-03-02 23:59:00.0,40.39130985242181,-3.6958028442054074,PLAZA LEGAZPI 8,12:00,"{'organization-name': 'Matadero Madrid', 'accesibility': '1'}",1,264
El carnaval en el arte,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8ae43bff72ca4910VgnVCM2000001f4a900aRCRD,28025,2025-02-23 19:00:00.0,2025-02-23 23:59:00.0,40.37691447788016,-3.7416256113806847,CALLE ALISEDA 4,19:00,"{'organization-name': 'Centro Cultural San Francisco La Prensa (Carabanchel)', 'accesibility': '1'}",1,265
El cercano Oriente,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e2331a577f8f4910VgnVCM1000001d4a900aRCRD,28005,2025-03-18 19:00:00.0,2025-03-18 23:59:00.0,40.41410290844665,-3.7098591212735883,CALLE SAN JUSTO 5,19:00,"{'organization-name': 'Biblioteca Pública Municipal Iván de Vargas (Centro)', 'accesibility': '1,6'}",1,266
El chico y la garza,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=07c6d58d22984910VgnVCM1000001d4a900aRCRD,28045,2025-02-23 00:00:00.0,2025-02-23 23:59:00.0,40.39130985242181,-3.6958028442054074,PLAZA LEGAZPI 8,,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}",1,267
El chico y la garza,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e4bd318cb1405910VgnVCM2000001f4a900aRCRD,28022,2025-03-16 12:00:00.0,2025-03-16 23:59:00.0,40.44477474902185,-3.6129105844633775,CALLE BOLTAÑA 27,12:00,"{'organization-name': 'Centro Cultural Buero Vallejo (San Blas - Canillejas)', 'accesibility': '1'}",1,268
El coro del mundo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d84fc08889415910VgnVCM2000001f4a900aRCRD,,2025-03-28 18:00:00.0,2025-03-28 23:59:00.0,40.383003853666146,-3.60624904964931,,18:00,"{'organization-name': 'Centro Cultural Zazuar (Villa de Vallecas)', 'accesibility': '1,6'}",1,269
El Coverman,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9cc13bbfeae15910VgnVCM2000001f4a900aRCRD,28039,2025-03-14 19:00:00.0,2025-03-14 23:59:00.0,40.44864332758775,-3.704513191828797,CALLE ALMANSA 9,19:00,"{'organization-name': 'Centro Sociocultural José de Espronceda (Tetuán)', 'accesibility': '1'}",1,270
El fantasma al que le asustaban los libros,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=22e491bed4ff4910VgnVCM1000001d4a900aRCRD,28009,2025-03-15 12:00:00.0,2025-03-15 23:59:00.0,40.41817872037522,-3.677376337125393,CALLE IBIZA 8,12:00,"{'organization-name': 'Centro Cultural Mercado de Ibiza (Retiro)', 'accesibility': '1'}",1,271
El gran museo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e4464926f415910VgnVCM1000001d4a900aRCRD,28045,2025-03-18 20:00:00.0,2025-03-18 23:59:00.0,40.39130985242181,-3.6958028442054074,PLAZA LEGAZPI 8,20:00,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}",1,272
El gran sarao del mundo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3c41b249a0915910VgnVCM2000001f4a900aRCRD,28037,2025-03-13 19:30:00.0,2025-03-13 23:59:00.0,40.420280457570335,-3.621730741880216,CALLE SAN ROMAN DEL VALLE 8,19:30,"{'organization-name': 'Centro Cultural Antonio Machado (San Blas - Canillejas)', 'accesibility': '1'}",1,273
El hambre,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e4f7bfae6da4910VgnVCM2000001f4a900aRCRD,28031,2025-03-22 19:00:00.0,2025-03-22 23:59:00.0,40.37762362093048,-3.6229095774784765,CALLE PASO DE VILLAMANRIQUE 3,19:00,"{'organization-name': 'Teatro Municipal de Vallecas', 'accesibility': '1'}",1,274
El hambre,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=23b133d971394910VgnVCM1000001d4a900aRCRD,28053,2025-02-26 19:00:00.0,2025-02-26 23:59:00.0,40.386296991431074,-3.671858416387963,CALLE CONCEJO DE TEVERGA 1,19:00,"{'organization-name': 'Centro Cultural Lope de Vega (Puente de Vallecas)', 'accesibility': '1'}",1,275
El Jurado,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=794f577981ff4910VgnVCM1000001d4a900aRCRD,28045,2025-03-05 20:30:00.0,2025-03-05 23:59:00.0,40.39130985242181,-3.6958028442054074,PLAZA LEGAZPI 8,20:30,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}",1,276
El niño Lord.Cah - Arganzuela,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=044a8dca45bb4910VgnVCM1000001d4a900aRCRD,,2025-03-15 20:00:00.0,2025-03-15 23:59:00.0,,,,20:00,,1,277
El príncipe de Egipto,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d292c57c1c915910VgnVCM1000001d4a900aRCRD,28031,2025-04-12 18:00:00.0,2025-04-12 23:59:00.0,40.37762362093048,-3.6229095774784765,CALLE PASO DE VILLAMANRIQUE 3,18:00,"{'organization-name': 'Teatro Municipal de Vallecas', 'accesibility': '1'}",1,278
El profesor Marston y Wonder Woman,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bcef577981ff4910VgnVCM1000001d4a900aRCRD,28045,2025-03-28 00:00:00.0,2025-03-28 23:59:00.0,40.39130985242181,-3.6958028442054074,PLAZA LEGAZPI 8,,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}",1,279
El Puma,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5e0748a4bb1b4910VgnVCM1000001d4a900aRCRD,28012,2025-03-26 20:00:00.0,2025-03-26 23:59:00.0,40.40596936645757,-3.698589986849812,RONDA ATOCHA 35,20:00,"{'organization-name': 'Teatro Circo Price', 'accesibility': '1'}",1,280
El resplandor de Stanley Kubrick,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=84b353eb0c915910VgnVCM2000001f4a900aRCRD,28050,2025-03-11 17:30:00.0,2025-03-11 23:59:00.0,40.49041562546542,-3.655356751728003,CALLE PRINCESA DE EBOLI 29,17:30,"{'organization-name': 'Biblioteca Pública Municipal María Lejárraga (Hortaleza)', 'accesibility': '1,6'}",1,281
El Retiro a través de la música,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=44d9c0b0864b1810VgnVCM2000001f4a900aRCRD,28009,2025-03-01 11:00:00.0,2025-03-01 23:59:00.0,40.40943503279114,-3.6861797800993257,PASEO FERNAN NUÑEZ 2,11:00,"{'organization-name': 'Centro de Información y Educación Ambiental de El Huerto de El Retiro', 'accesibility': '1'}",1,282
El Retiro a través de sus jardines,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ecfdaf6138133810VgnVCM2000001f4a900aRCRD,28009,2025-03-15 11:00:00.0,2025-03-15 23:59:00.0,40.40943503279114,-3.6861797800993257,PASEO FERNAN NUÑEZ 2,11:00,"{'organization-name': 'Centro de Información y Educación Ambiental de El Huerto de El Retiro', 'accesibility': '1'}",1,283
El reverso del placer,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4b5f577981ff4910VgnVCM1000001d4a900aRCRD,28045,2025-03-06 20:30:00.0,2025-03-06 23:59:00.0,40.39130985242181,-3.6958028442054074,PLAZA LEGAZPI 8,20:30,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}",1,284
El señor Skeffington,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eb643bbfeae15910VgnVCM2000001f4a900aRCRD,28039,2025-03-26 18:30:00.0,2025-03-26 23:59:00.0,40.44864332758775,-3.704513191828797,CALLE ALMANSA 9,18:30,"{'organization-name': 'Centro Sociocultural José de Espronceda (Tetuán)', 'accesibility': '1'}",1,285
El sueño de la sultana,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3cac318cb1405910VgnVCM2000001f4a900aRCRD,28022,2025-03-23 19:00:00.0,2025-03-23 23:59:00.0,40.44477474902185,-3.6129105844633775,CALLE BOLTAÑA 27,19:00,"{'organization-name': 'Centro Cultural Buero Vallejo (San Blas - Canillejas)', 'accesibility': '1'}",1,286
El tango de Marilyn,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=940deb1eb9305910VgnVCM1000001d4a900aRCRD,28009,2025-03-07 19:00:00.0,2025-03-07 23:59:00.0,40.41906571939961,-3.684053112760816,PASEO COLOMBIA 1,19:00,"{'organization-name': 'Centro Cultural Casa de Vacas (Retiro)', 'accesibility': '1'}",1,287
El viaje de un donut,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0d6423f7c8e64910VgnVCM1000001d4a900aRCRD,28009,2025-02-23 12:00:00.0,2025-02-23 23:59:00.0,40.41906571939961,-3.684053112760816,PASEO COLOMBIA 1,12:00,"{'organization-name': 'Centro Cultural Casa de Vacas (Retiro)', 'accesibility': '1'}",1,288
El viaje del monstruo fiero,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=294533d971394910VgnVCM1000001d4a900aRCRD,28041,2025-03-27 19:00:00.0,2025-03-27 23:59:00.0,40.36969488211539,-3.7081179166391824,PLAZA ASOCIACION 1,19:00,"{'organization-name': 'Centro Cultural Meseta de Orcasitas (Usera)', 'accesibility': '1'}",1,289
