nombre_evento,url_evento,codigo_postal,fecha_inicio,fecha_fin,latitud,longitud,direccion,horario,organizacion,id_ciudad,id_evento
25º aniversario de la revista La Fragua,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1ea220bed10d4910VgnVCM2000001f4a900aRCRD,28005,2025-02-24 00:00:00.0,2025-03-02 23:59:00.0,40.41410290844665,-3.7098591212735883,CALLE SAN JUSTO 5,,"{'organization-name': 'Biblioteca Pública Municipal Iván de Vargas (Centro)', 'accesibility': '1,6'}",1,1
3CLONWS,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fc8d040e7c784910VgnVCM1000001d4a900aRCRD,28012,2025-03-21 19:00:00.0,2025-03-22 23:59:00.0,40.40596936645757,-3.698589986849812,RONDA ATOCHA 35,19:00,"{'organization-name': 'Teatro Circo Price', 'accesibility': '1'}",1,2
60 Premio Reina Sofía de Pintura y Escultura,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=34c5130393e15910VgnVCM2000001f4a900aRCRD,28009,2025-02-27 00:00:00.0,2025-03-23 23:59:00.0,40.41906571939961,-3.684053112760816,PASEO COLOMBIA 1,,"{'organization-name': 'Centro Cultural Casa de Vacas (Retiro)', 'accesibility': '1'}",1,3
7 pares de pies,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d8ec08889415910VgnVCM2000001f4a900aRCRD,28037,2025-03-23 12:00:00.0,2025-03-23 23:59:00.0,40.420280457570335,-3.621730741880216,CALLE SAN ROMAN DEL VALLE 8,12:00,"{'organization-name': 'Centro Cultural Antonio Machado (San Blas - Canillejas)', 'accesibility': '1'}",1,4
A la fresca,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cd729f45bf9e1910VgnVCM1000001d4a900aRCRD,28045,2025-02-06 00:00:00.0,2025-02-23 23:59:00.0,40.39245798191536,-3.6972067902718897,PASEO CHOPERA 14,,"{'organization-name': 'Nave 10 Matadero. Creación Dramática Contemporánea', 'accesibility': '1,6'}",1,5
A toda vela,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=59d5e7da8b822910VgnVCM1000001d4a900aRCRD,28045,2024-10-01 00:00:00.0,2025-06-01 23:59:00.0,40.39130985242181,-3.6958028442054074,PLAZA LEGAZPI 8,,"{'organization-name': 'Matadero Madrid', 'accesibility': '1'}",1,6
Academia de hadas y duendes,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eca61387ac444910VgnVCM2000001f4a900aRCRD,28045,2025-03-16 11:30:00.0,2025-03-16 23:59:00.0,40.39130985242181,-3.6958028442054074,PLAZA LEGAZPI 8,11:30,"{'organization-name': 'Matadero Madrid', 'accesibility': '1'}",1,7
Academia de hadas y duendes,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9a961387ac444910VgnVCM2000001f4a900aRCRD,28045,2025-02-23 11:30:00.0,2025-02-23 23:59:00.0,40.39130985242181,-3.6958028442054074,PLAZA LEGAZPI 8,11:30,"{'organization-name': 'Matadero Madrid', 'accesibility': '1'}",1,8
Acompañamiento digital a personas mayores,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5b58d89ad2232910VgnVCM2000001f4a900aRCRD,,2024-10-14 00:00:00.0,2025-06-30 23:59:00.0,,,,,,1,9
Acompañar en la pérdida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=197023e4c84d3910VgnVCM2000001f4a900aRCRD,28029,2025-01-14 17:00:00.0,2025-06-17 23:59:00.0,40.47860087334554,-3.7094408342979954,AVENIDA MONFORTE DE LEMOS 38,17:00,"{'organization-name': 'Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo)', 'accesibility': '1,6'}",1,10
Actividades en el centro juvenil 'Carabanchel Alto'. Febrero 2024,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8fdc0b8d46a5d810VgnVCM2000001f4a900aRCRD,28044,2025-02-01 00:00:00.0,2025-02-28 23:59:00.0,40.366822704148795,-3.755451103709316,CALLE ALFONSO FERNANDEZ 23,,"{'organization-name': 'Centro Juvenil Carabanchel Alto', 'accesibility': '1'}",1,11
Actividades en el centro juvenil 'El Aleph' (Villa de Vallecas). Febrero 2024,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=63310b8d46a5d810VgnVCM2000001f4a900aRCRD,28031,2025-02-01 00:00:00.0,2025-02-28 23:59:00.0,40.38257934400676,-3.6054546139177392,CALLE ZAZUAR 1,,"{'organization-name': 'Centro Juvenil El Aleph (Villa de Vallecas)', 'accesibility': '1'}",1,12
Actividades en el centro juvenil 'El Sitio de mi recreo' (Villa de Vallecas). Febrero  2025,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e7d00b8d46a5d810VgnVCM2000001f4a900aRCRD,28031,2025-02-01 00:00:00.0,2025-02-28 23:59:00.0,40.37953682427198,-3.616901585603186,CALLE REAL DE ARGANDA 39,,"{'organization-name': 'Centro Juvenil El Sitio de mi Recreo (Villa de Vallecas)', 'accesibility': '1'}",1,13
Actividades en el centro juvenil 'Hontalbilla' (Fuencarral - El Pardo). Febrero 2025,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a400b8d46a5d810VgnVCM2000001f4a900aRCRD,28034,2025-02-01 00:00:00.0,2025-02-28 23:59:00.0,40.49231828430878,-3.6906342081203283,CALLE HONTALBILLA 10,,"{'organization-name': 'Centro Juvenil Hontalbilla (Fuencarral - El Pardo)', 'accesibility': '0'}",1,14
Actividades en el centro juvenil 'Ouka Leele'. Febrero 2025.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=51f73efea2652910VgnVCM1000001d4a900aRCRD,28045,2025-02-01 00:00:00.0,2025-02-28 23:59:00.0,40.389367699255175,-3.6884383126394686,CALLE BRONCE 16,,"{'organization-name': 'Centro Juvenil Ouka Leele', 'accesibility': '1'}",1,15
Actividades en el centro juvenil 'Pipo Velasco'. Febrero 2025,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1e8a4b7e6ee5d810VgnVCM2000001f4a900aRCRD,28026,2025-02-01 00:00:00.0,2025-02-28 23:59:00.0,40.37738097077752,-3.715659887802671,CALLE AVENA 5,,"{'organization-name': 'Centro Juvenil Pipo Velasco (Usera)', 'accesibility': '1'}",1,16
Actividades mensuales de los centros de mayores del distrito Hortaleza,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=315479485bdeb810VgnVCM1000001d4a900aRCRD,,2024-02-01 00:00:00.0,2025-07-13 23:59:00.0,,,,,,1,17
Agrupación de Música Moderna de la Escuela Municipal de Música Antonio Machado,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1760a8c219315910VgnVCM2000001f4a900aRCRD,28022,2025-03-20 00:00:00.0,2025-03-20 23:59:00.0,40.44477474902185,-3.6129105844633775,CALLE BOLTAÑA 27,,"{'organization-name': 'Centro Cultural Buero Vallejo (San Blas - Canillejas)', 'accesibility': '1'}",1,18
Aina Alegre «R-A-U-X-A»,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4e182dd1dc0e1910VgnVCM1000001d4a900aRCRD,28015,2025-03-29 20:00:00.0,2025-03-29 23:59:00.0,40.42739911262292,-3.710589286287491,CALLE CONDE DUQUE 9,20:00,"{'organization-name': 'Centro de Cultura Contemporánea Conde Duque', 'accesibility': '1'}",1,19
Aire de enero,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=55e92c84ecd15910VgnVCM2000001f4a900aRCRD,28022,2025-03-22 19:00:00.0,2025-03-22 23:59:00.0,40.44844757572015,-3.598099871155595,AVENIDA SEPTIMA 11,19:00,"{'organization-name': 'Centro Cultural Ciudad Pegaso (San Blas - Canillejas)', 'accesibility': '1'}",1,20
Alberto Cortés «Analphabet»,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=20b102a2fa0e1910VgnVCM1000001d4a900aRCRD,28015,2025-02-27 20:00:00.0,2025-02-28 23:59:00.0,40.42739911262292,-3.710589286287491,CALLE CONDE DUQUE 9,20:00,"{'organization-name': 'Centro de Cultura Contemporánea Conde Duque', 'accesibility': '1'}",1,21
Alejandro Hurtado,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=05015eabfe374910VgnVCM2000001f4a900aRCRD,28017,2025-02-28 19:00:00.0,2025-02-28 23:59:00.0,40.42446957496409,-3.6504201407465917,CALLE SANTA FELICIDAD 39,19:00,"{'organization-name': 'Centro Cultural la Elipa (Ciudad Lineal)', 'accesibility': '1'}",1,22
Alfabetización Digital para Personas Mayores. ¡Reconectados!,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=03236f16e4315910VgnVCM2000001f4a900aRCRD,28041,2025-03-06 10:00:00.0,2025-03-06 23:59:00.0,40.35639654251886,-3.6940501846610894,CALLE LOS BOHEMIOS 1,10:00,"{'organization-name': 'Centro Sociocultural Bohemios (Villaverde)', 'accesibility': '1'}",1,23
Alimentación que beneficia al corazón,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=91bb33d971394910VgnVCM1000001d4a900aRCRD,28028,2025-02-28 18:00:00.0,2025-02-28 23:59:00.0,40.4293927571053,-3.664846244443566,CALLE MAESTRO ALONSO 6,18:00,"{'organization-name': 'Centro Sociocultural Maestro Alonso (Salamanca)', 'accesibility': '1'}",1,24
Amarga victoria,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bb203bbfeae15910VgnVCM2000001f4a900aRCRD,28039,2025-03-05 18:30:00.0,2025-03-05 23:59:00.0,40.44864332758775,-3.704513191828797,CALLE ALMANSA 9,18:30,"{'organization-name': 'Centro Sociocultural José de Espronceda (Tetuán)', 'accesibility': '1'}",1,25
Amor y poesía,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9a449b6c617b4910VgnVCM1000001d4a900aRCRD,28043,2025-02-26 19:00:00.0,2025-02-26 23:59:00.0,40.46089499555313,-3.654366821391548,CALLE CARRIL DEL CONDE 57,19:00,"{'organization-name': 'Centro Cultural Carril del Conde (Hortaleza)', 'accesibility': '1'}",1,26
"Ana Caro de Mallén, la querella de las mujeres en el siglo de oro",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c409a2c1cb315910VgnVCM1000001d4a900aRCRD,28031,2025-03-10 19:00:00.0,2025-03-10 23:59:00.0,40.37959032098656,-3.62310875744905,CALLE MANUEL VELEZ 10,19:00,"{'organization-name': 'Centro Sociocultural Francisco Fatou (Villa de Vallecas)', 'accesibility': '1'}",1,27
ANA MORALES + ANDRÉS MARÍN,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b1c52df5d253910VgnVCM1000001d4a900aRCRD,28045,2025-04-03 00:00:00.0,2025-04-06 23:59:00.0,40.39245798191536,-3.6972067902718897,PASEO CHOPERA 14,,"{'organization-name': 'Centro Danza Matadero - CDM', 'accesibility': '1'}",1,28
Anatomía de una pajarita - El efecto Galatea (Madrid) / Tras la puerta títeres (Asturias),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ce1a619f4e884910VgnVCM2000001f4a900aRCRD,28009,2025-03-08 00:00:00.0,2025-03-09 23:59:00.0,40.41878362561595,-3.6866519471003647,AVENIDA MÉXICO 4,,"{'organization-name': 'Teatro Municipal de Títeres. Parque de El Retiro', 'accesibility': '1'}",1,29
Andrea Canepa «Wasi qaymi (Lugar y tacto)»,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=45f102a2fa0e1910VgnVCM1000001d4a900aRCRD,28015,2025-02-28 00:00:00.0,2025-05-18 23:59:00.0,40.42739911262292,-3.710589286287491,CALLE CONDE DUQUE 9,,"{'organization-name': 'Centro de Cultura Contemporánea Conde Duque', 'accesibility': '1'}",1,30
Ángeles García-Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=613823279fad4910VgnVCM1000001d4a900aRCRD,28009,2025-02-23 18:00:00.0,2025-02-23 23:59:00.0,40.41906571939961,-3.684053112760816,PASEO COLOMBIA 1,18:00,"{'organization-name': 'Centro Cultural Casa de Vacas (Retiro)', 'accesibility': '1'}",1,31
Animación Pixelation en la Biblioteca Gerardo Diego,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=490e727228cb4910VgnVCM1000001d4a900aRCRD,28031,2025-04-09 18:00:00.0,2025-04-09 23:59:00.0,40.37790196240434,-3.6227296605039516,CALLE MONTE AYA 12,18:00,"{'organization-name': 'Biblioteca Pública Municipal Gerardo Diego (Villa de Vallecas)', 'accesibility': '1,6'}",1,32
Animación Pixelation en la Biblioteca Gerardo Diego,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8c28a8c219315910VgnVCM2000001f4a900aRCRD,28031,2025-04-09 18:00:00.0,2025-04-09 23:59:00.0,40.37790196240434,-3.6227296605039516,CALLE MONTE AYA 12,18:00,"{'organization-name': 'Biblioteca Pública Municipal Gerardo Diego (Villa de Vallecas)', 'accesibility': '1,6'}",1,33
Animación Pixelation en la Biblioteca Portazgo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3cfd727228cb4910VgnVCM1000001d4a900aRCRD,28038,2025-04-02 18:00:00.0,2025-04-02 23:59:00.0,40.393189968014696,-3.6554147649183943,CALLE CANTALAPIEDRA 11,18:00,"{'organization-name': 'Biblioteca Pública Municipal Portazgo (Puente de Vallecas)', 'accesibility': '1,6'}",1,34
Animación Pixelation en la Biblioteca Portazgo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7078a8c219315910VgnVCM2000001f4a900aRCRD,28038,2025-04-02 18:00:00.0,2025-04-02 23:59:00.0,40.393189968014696,-3.6554147649183943,CALLE CANTALAPIEDRA 11,18:00,"{'organization-name': 'Biblioteca Pública Municipal Portazgo (Puente de Vallecas)', 'accesibility': '1,6'}",1,35
Animación Stop Motion en la Biblioteca Aluche,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b5e727228cb4910VgnVCM1000001d4a900aRCRD,28047,2025-03-20 17:30:00.0,2025-03-20 23:59:00.0,40.39597072367931,-3.7562716852987847,CALLE CAMARENA 10,17:30,"{'organization-name': 'Biblioteca Pública Municipal Aluche (Latina)', 'accesibility': '1,5,6'}",1,36
Animación Stop Motion en la Biblioteca San Fermín,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=965e727228cb4910VgnVCM1000001d4a900aRCRD,28041,2025-03-07 18:00:00.0,2025-03-07 23:59:00.0,40.3711623444796,-3.692742821990015,AVENIDA SAN FERMIN 10,18:00,"{'organization-name': 'Biblioteca Pública Municipal San Fermín (Usera)', 'accesibility': '1,5,6'}",1,37
Animalario en la Biblioteca San Fermín,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=843e727228cb4910VgnVCM1000001d4a900aRCRD,28041,2025-03-14 18:00:00.0,2025-03-14 23:59:00.0,40.3711623444796,-3.692742821990015,AVENIDA SAN FERMIN 10,18:00,"{'organization-name': 'Biblioteca Pública Municipal San Fermín (Usera)', 'accesibility': '1,5,6'}",1,38
Animalia,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=10c464926f415910VgnVCM1000001d4a900aRCRD,28045,2025-03-25 19:30:00.0,2025-03-25 23:59:00.0,40.39130985242181,-3.6958028442054074,PLAZA LEGAZPI 8,19:30,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}",1,39
Apoyo a la autonomía,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1e67f7a45c701910VgnVCM1000001d4a900aRCRD,,2024-09-13 00:00:00.0,2025-06-20 23:59:00.0,,,,,,1,40
Aprende a buscar información en internet. Madrid Aula Digital,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=01fabdd836ef4910VgnVCM2000001f4a900aRCRD,28024,2025-04-28 10:00:00.0,2025-04-29 23:59:00.0,40.397074625115906,-3.7664885474841556,CALLE GRANJA DE TORREHERMOSA 1,10:00,"{'organization-name': 'Biblioteca Pública Municipal Ángel González (Latina)', 'accesibility': '1,6'}",1,41
Aprende a identificar las mariposas de Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=94a868347f2f3910VgnVCM1000001d4a900aRCRD,28011,2025-03-28 11:00:00.0,2025-03-28 23:59:00.0,40.41789950036311,-3.7309390858931137,PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO) ,11:00,"{'organization-name': 'Centro de Información y Educación Ambiental de Casa de Campo', 'accesibility': '1'}",1,42
Aprende a usar WhatsApp,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=59dcf7cdf1ef4910VgnVCM2000001f4a900aRCRD,28024,2025-03-17 10:00:00.0,2025-03-19 23:59:00.0,40.397074625115906,-3.7664885474841556,CALLE GRANJA DE TORREHERMOSA 1,10:00,"{'organization-name': 'Biblioteca Pública Municipal Ángel González (Latina)', 'accesibility': '1,6'}",1,43
Árboles de El Retiro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=68f69ea9aeb09810VgnVCM1000001d4a900aRCRD,28009,2025-03-27 11:00:00.0,2025-03-27 23:59:00.0,40.40943503279114,-3.6861797800993257,PASEO FERNAN NUÑEZ 2,11:00,"{'organization-name': 'Centro de Información y Educación Ambiental de El Huerto de El Retiro', 'accesibility': '1'}",1,44
Árboles notables del Vivero,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=859a2e8c67030910VgnVCM2000001f4a900aRCRD,28011,2025-03-19 10:00:00.0,2025-03-19 23:59:00.0,40.41789950036311,-3.7309390858931137,PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO) ,10:00,"{'organization-name': 'Centro de Información y Educación Ambiental de Casa de Campo', 'accesibility': '1'}",1,45
Árboles singulares de la Casa de Campo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f5a5099c7c2d8810VgnVCM2000001f4a900aRCRD,28011,2025-03-16 10:00:00.0,2025-03-16 23:59:00.0,40.41789950036311,-3.7309390858931137,PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO) ,10:00,"{'organization-name': 'Centro de Información y Educación Ambiental de Casa de Campo', 'accesibility': '1'}",1,46
Arroyo Meaques,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=97ace667e88d8810VgnVCM1000001d4a900aRCRD,28011,2025-03-30 11:00:00.0,2025-03-30 23:59:00.0,40.41789950036311,-3.7309390858931137,PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO) ,11:00,"{'organization-name': 'Centro de Información y Educación Ambiental de Casa de Campo', 'accesibility': '1'}",1,47
Artemisia. La magia de la luna,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=91dbd257d6d70910VgnVCM1000001d4a900aRCRD,28045,2024-07-16 18:00:00.0,2025-12-28 23:59:00.0,40.392279999540044,-3.684956957448299,AVENIDA PLANETARIO 16,18:00,"{'organization-name': 'Planetario de Madrid', 'accesibility': '1,6'}",1,48
Artes en el Retiro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a949c0b0864b1810VgnVCM2000001f4a900aRCRD,28009,2025-02-27 11:00:00.0,2025-02-27 23:59:00.0,40.40943503279114,-3.6861797800993257,PASEO FERNAN NUÑEZ 2,11:00,"{'organization-name': 'Centro de Información y Educación Ambiental de El Huerto de El Retiro', 'accesibility': '1'}",1,49
Artificios teatrales. La escena musical de los felices veinte,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6ed5f65f96c83910VgnVCM1000001d4a900aRCRD,28015,2024-10-16 00:00:00.0,2025-03-08 23:59:00.0,40.42741340671151,-3.7095381101739444,CALLE AMANIEL 29,,"{'organization-name': 'Centro Cultural Clara del Rey - Museo ABC (Centro)', 'accesibility': '1'}",1,50
ArTrics - Laboratorio de Creación 2024/25,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7ae9c00a26e12910VgnVCM1000001d4a900aRCRD,,2024-10-01 00:00:00.0,2025-07-31 23:59:00.0,,,,,,1,51
Art÷IA: proyectos y herramientas IA para la creación artística,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5b2366c6b4225910VgnVCM2000001f4a900aRCRD,28041,2025-03-07 18:00:00.0,2025-03-07 23:59:00.0,40.3711623444796,-3.692742821990015,AVENIDA SAN FERMIN 10,18:00,"{'organization-name': 'Biblioteca Pública Municipal San Fermín (Usera)', 'accesibility': '1,5,6'}",1,52
Asalto a la lectura. Tres cerditos y más,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6aec3e3332fe4910VgnVCM1000001d4a900aRCRD,28015,2025-03-01 11:00:00.0,2025-03-01 23:59:00.0,40.42741340671151,-3.7095381101739444,CALLE AMANIEL 29,11:00,"{'organization-name': 'Centro Cultural Clara del Rey - Museo ABC (Centro)', 'accesibility': '1'}",1,53
Asociación Iroko Desarrollo forestal sostenible 'Gotas de ilusión',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d7dba9500ffc4910VgnVCM2000001f4a900aRCRD,28042,2025-02-04 00:00:00.0,2025-02-26 23:59:00.0,40.47324881250678,-3.5784908616003723,CALLE BOTICA 7,,"{'organization-name': 'Centro Cultural - Centro Socio Cultural Villa de Barajas', 'accesibility': '1,5,6'}",1,54
Asombro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=85b965d37f624910VgnVCM1000001d4a900aRCRD,28045,2025-01-18 00:00:00.0,2025-03-23 23:59:00.0,40.39130985242181,-3.6958028442054074,PLAZA LEGAZPI 8,,"{'organization-name': 'Matadero Madrid', 'accesibility': '1'}",1,55
Atlantiques + Dahomey,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3b9464926f415910VgnVCM1000001d4a900aRCRD,28045,2025-03-01 19:30:00.0,2025-03-01 23:59:00.0,40.39130985242181,-3.6958028442054074,PLAZA LEGAZPI 8,19:30,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}",1,56
Aula de encuentros con la ciencia: impactos sociales y económicos de las energías renovables,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2430157fd8e15910VgnVCM1000001d4a900aRCRD,28029,2025-04-08 18:00:00.0,2025-04-08 23:59:00.0,40.47860087334554,-3.7094408342979954,AVENIDA MONFORTE DE LEMOS 38,18:00,"{'organization-name': 'Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo)', 'accesibility': '1,6'}",1,57
Aula encuentros con la ciencia: ¿es posible alimentar a 10.000 millones sin destruir el planeta?,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9aa37d7dc3054910VgnVCM2000001f4a900aRCRD,28029,2025-03-13 11:00:00.0,2025-03-13 23:59:00.0,40.47860087334554,-3.7094408342979954,AVENIDA MONFORTE DE LEMOS 38,11:00,"{'organization-name': 'Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo)', 'accesibility': '1,6'}",1,58
Back to back Theatre 'The Shadow whose prey the hunter  becomes',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd6302a2fa0e1910VgnVCM1000001d4a900aRCRD,28015,2025-05-09 00:00:00.0,2025-05-10 23:59:00.0,40.42739911262292,-3.710589286287491,CALLE CONDE DUQUE 9,,"{'organization-name': 'Centro de Cultura Contemporánea Conde Duque', 'accesibility': '1'}",1,59
Baile de Carnaval. Concierto de Origen,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1551fcf4aade4910VgnVCM2000001f4a900aRCRD,,2025-03-01 19:30:00.0,2025-03-01 23:59:00.0,,,,19:30,,1,60
